Feature,Importance
cat__diag_3_682,0.00099975359059547
cat__diag_1_296,0.0009895397955345033
cat__diag_2_162,0.0009796282136274304
cat__diag_2_202,0.0009781714346449527
cat__diag_3_424,0.0009707016522123986
cat__diag_3_305,0.0009546752273266878
cat__nateglinide_Steady,0.0009518606000980613
cat__glyburide_Up,0.0009509760863078728
cat__glipizide_Down,0.0009465688054273426
cat__diag_1_599,0.0009393067292743419
cat__diag_2_571,0.0009350302576208501
cat__diag_1_507,0.0009198809743359486
cat__race_Asian,0.0009024720022923277
cat__diag_2_785,0.0008981778400932908
cat__diag_1_562,0.0008974337679247638
cat__glyburide_Down,0.0008896551743443183
cat__glipizide_Up,0.0008881259925896069
cat__diag_3_244,0.0008790244494210952
cat__diag_3_493,0.000878955623350907
cat__diag_2_410,0.0008775418706089219
cat__diag_1_535,0.0008724456554015173
cat__diag_3_425,0.0008623968599641751
cat__diag_3_511,0.0008616011740334395
cat__metformin_Down,0.0008455760333875777
cat__diag_3_V58,0.0008413100121932653
cat__diag_3_789,0.0008174959723800231
cat__diag_3_342,0.0008168395679585021
cat__diag_3_278,0.0008141748896706017
cat__diag_1_540,0.0008086579008236706
cat__glyburide-metformin_No,0.0007976163170524866
cat__diag_3_786,0.0007957841372673823
cat__diag_1_403,0.0007901996731272682
cat__diag_1_560,0.0007885388748691023
cat__diag_3_357,0.0007840185733774639
cat__diag_3_250.8,0.0007821602215754962
cat__diag_1_453,0.0007797827828383318
cat__diag_1_250.11,0.0007792307440934558
cat__nateglinide_No,0.0007764358550884751
cat__diag_1_443,0.0007729357006321847
cat__glyburide-metformin_Steady,0.0007725099697464762
cat__diag_2_280,0.0007715010160464338
cat__diag_3_411,0.000768463917549258
cat__diag_3_413,0.000762997994705503
cat__diag_1_518,0.000760682165459383
cat__diag_1_998,0.000754301185880381
cat__diag_3_V12,0.0007494492201268457
cat__diag_1_250.12,0.0007385418668363932
cat__diag_1_285,0.0007285545585944458
cat__diag_2_250.03,0.0007165497612883368
cat__diag_1_250.82,0.0007096437625614138
cat__diag_2_V45,0.0007081490569814922
cat__diag_3_787,0.0007058446874339423
cat__diag_1_707,0.000696626129028122
cat__diag_3_453,0.0006891450830197249
cat__diag_1_578,0.0006868817570292682
cat__diag_1_458,0.0006822305803297948
cat__diag_3_996,0.000672565755985094
cat__diag_1_724,0.0006723560205816232
cat__diag_3_438,0.000670197452810013
cat__diag_3_571,0.0006654623717269391
cat__diag_2_536,0.0006587408910344346
cat__diag_3_287,0.0006540239488965613
cat__diag_3_250.4,0.0006488720768502587
cat__diag_3_518,0.0006461540667061475
cat__diag_3_412,0.0006441007482907096
cat__diag_2_38,0.00063990835827605
cat__diag_2_404,0.0006374031549990892
cat__acarbose_Steady,0.0006313993983174034
cat__diag_1_511,0.0006283798346795611
cat__diag_2_295,0.0006217569678157252
cat__diag_1_386,0.0006158956346813864
cat__diag_1_569,0.0006123991988646913
cat__diag_1_592,0.0006044506520218224
cat__diag_3_486,0.0006036989967279979
cat__diag_2_577,0.0006013211324963851
cat__diag_2_996,0.0005990769011154055
cat__diag_1_787,0.0005984272381915432
cat__diag_1_558,0.000593055385306931
cat__diag_1_530,0.0005862302137221426
cat__diag_3_304,0.0005824170280324882
cat__diag_3_426,0.0005810311715796504
cat__diag_1_8,0.0005756331939292571
cat__diag_2_788,0.0005730540217002931
cat__diag_1_789,0.0005711455658197823
cat__diag_1_401,0.0005701110612263008
cat__glimepiride_Up,0.000569136598819184
cat__diag_3_162,0.0005681208149860311
cat__diag_3_402,0.0005609227217774229
cat__diag_2_250.7,0.0005601043908257809
cat__diag_1_295,0.0005583136741955561
cat__diag_2_402,0.0005562772133650725
cat__diag_1_162,0.0005560807344476122
cat__diag_3_284,0.0005536693487646042
cat__diag_2_998,0.0005481273912979037
cat__diag_1_197,0.000547247758078211
cat__diag_2_197,0.0005443481138238044
cat__diag_1_402,0.0005409098262356454
cat__diag_1_250.1,0.0005383572703945458
cat__diag_3_331,0.0005382858432214933
cat__diag_2_205,0.0005349765426640043
cat__diag_2_453,0.0005228823105513871
cat__diag_2_296,0.0005209229373297321
cat__diag_1_571,0.0005192873393194857
cat__diag_1_250.03,0.0005164854652470691
cat__diag_2_511,0.0005145530067305802
cat__diag_1_250.4,0.0005100462614747226
cat__diag_3_784,0.0005049649119237056
cat__diag_1_648,0.000504294892950624
cat__diag_3_280,0.0005041571209299341
cat__diag_3_593,0.0005020277995778929
cat__diag_1_415,0.0004985260109063692
cat__diag_3_396,0.0004957407835778231
cat__diag_3_70,0.0004931212314726802
cat__diag_3_491,0.0004923060624232346
cat__diag_1_218,0.0004914185960858853
cat__diag_2_203,0.0004901369512814
cat__diag_2_70,0.000482689144174811
cat__diag_1_466,0.00048027398459141895
cat__diag_3_250.42,0.0004793041394132598
cat__diag_2_198,0.00047825985615843254
cat__diag_1_280,0.0004778272269574251
cat__diag_3_V15,0.00047468931232337596
cat__diag_2_438,0.00047327059336182243
cat__diag_3_458,0.0004702845530223399
cat__diag_1_411,0.00046850637441946173
cat__diag_2_574,0.0004662729428193326
cat__diag_2_41,0.00046475009954077096
cat__diag_2_287,0.0004645649691776009
cat__diag_2_560,0.00046406008035130636
cat__diag_2_530,0.00046384086429789007
cat__diag_1_997,0.0004634063659243391
cat__diag_3_286,0.0004628325926043006
cat__diag_3_295,0.0004613395072124809
cat__diag_3_311,0.0004607181400977472
cat__diag_1_733,0.00045191001567305446
cat__diag_2_789,0.00045070832165446686
cat__diag_2_426,0.0004491885183786396
cat__pioglitazone_Up,0.00044700127869098466
cat__acarbose_No,0.00044595864605754924
cat__diag_1_198,0.0004434264381145216
cat__diag_1_250.41,0.0004377207385813822
cat__diag_3_294,0.0004312917636886238
cat__diag_2_784,0.00042622977175295833
cat__diag_3_337,0.0004229062457344093
cat__diag_3_998,0.0004227174698456334
cat__diag_2_V42,0.0004188736190191538
cat__diag_2_135,0.0004179589258298615
cat__diag_3_E849,0.0004179567949087095
cat__diag_3_733,0.0004177972066994726
cat__diag_2_434,0.0004169575692255705
cat__diag_2_Unknown,0.00041625921272864073
cat__diag_3_V43,0.00041409907171184124
cat__diag_2_V43,0.0004125138945852036
cat__diag_2_278,0.00041014340298765016
cat__diag_1_331,0.00040983857595578907
cat__diag_1_424,0.0004088981570430574
cat__repaglinide_Up,0.00040862099810441547
cat__diag_2_799,0.0004064816706724556
cat__diag_3_V10,0.0004043252319885294
